,accuracy,clf,f1_score,precision,recall,uncover_percentage
140,0.8802816901408451,AdaBoostClassifier,0.6472391228726512,0.6165242165242165,0.7169312169312169,0.15
141,0.8943661971830986,AdaBoostClassifier,0.4867724867724868,0.44510582010582017,0.5701058201058201,0.15
142,0.8450704225352113,AdaBoostClassifier,0.5116803840877915,0.483974358974359,0.5687830687830688,0.15
143,0.9084507042253521,AdaBoostClassifier,0.5507246376811595,0.5324786324786325,0.5703375215570338,0.15
144,0.8028169014084507,AdaBoostClassifier,0.3508100929614874,0.3384076990376203,0.36774193548387096,0.15
145,0.852112676056338,AdaBoostClassifier,0.36324786324786323,0.3586374695863747,0.37282229965156793,0.15
146,0.852112676056338,AdaBoostClassifier,0.4649673977474807,0.4286039886039886,0.5704301075268817,0.15
147,0.9014084507042254,AdaBoostClassifier,0.5030146425495262,0.5143034825870646,0.49731182795698925,0.15
148,0.8450704225352113,AdaBoostClassifier,0.37442750486228743,0.3541557305336833,0.42328042328042326,0.15
149,0.7253521126760564,AdaBoostClassifier,0.3024971118812761,0.3020244821092279,0.3218125960061444,0.15
150,0.8582089552238806,RandomForestClassifier,0.3078982597054886,0.28606965174129356,0.3333333333333333,0.2
151,0.8731343283582089,RandomForestClassifier,0.312,0.2932330827067669,0.3333333333333333,0.2
152,0.9029850746268657,RandomForestClassifier,0.42971887550200805,0.4432291666666666,0.4230617866981503,0.2
153,0.8656716417910447,RandomForestClassifier,0.30933333333333335,0.2885572139303482,0.3333333333333333,0.2
154,0.8805970149253731,RandomForestClassifier,0.3953333333333333,0.6265664160401002,0.38095238095238093,0.2
155,0.8805970149253731,RandomForestClassifier,0.31216931216931215,0.2935323383084577,0.3333333333333333,0.2
156,0.8656716417910447,RandomForestClassifier,0.30933333333333335,0.2885572139303482,0.3333333333333333,0.2
157,0.8656716417910447,RandomForestClassifier,0.30933333333333335,0.2885572139303482,0.3333333333333333,0.2
158,0.8880597014925373,RandomForestClassifier,0.3148148148148148,0.2982456140350877,0.3333333333333333,0.2
159,0.8432835820895522,RandomForestClassifier,0.3455769819406183,0.342741935483871,0.3497175141242938,0.2
160,0.8880597014925373,RandomForestClassifier,0.3740190752142943,0.4646464646464647,0.36756924992219114,0.2
161,0.8656716417910447,RandomForestClassifier,0.31057563587684067,0.2907268170426065,0.3333333333333333,0.2
162,0.8656716417910447,RandomForestClassifier,0.30933333333333335,0.2885572139303482,0.3333333333333333,0.2
163,0.8805970149253731,RandomForestClassifier,0.31216931216931215,0.2935323383084577,0.3333333333333333,0.2
164,0.8656716417910447,RandomForestClassifier,0.3093333333333333,0.2997416020671835,0.31955922865013775,0.2
